Tippytea Cia Ltda,,,,,,,,,,,,,
,,,,,,,,,,,,,
Resumen de Existencias,Planta /  /  / /,,,,,,,,,,,,
Desde:,1/2/2026,Hasta:,2/2/2026,,,,,,,,,,
Fecha de Emisión: ,2026/02/02 10:57:25,,,,,,,,,,,,
Codigo,Nombre,Unidad, Inicial , Ingreso , Salida , Saldo Mes , Conteo ( Amy) , Conteo ( Vale ) , Condeo ( Fabian  ) , Condeo ( Andres ) , Conteo 02-02-2026 , Diferencia  ,Observacion
003-024-00035,Tippytea Matcha Rosada 50g,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-00036,Mezcla Te Negro/Limon Tippyte 1kg Cjx6bo,uni,"  -5,00 ","  15,00 ","  10,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-00037,Bubble Tea Fresa 3.4kg,uni,  -   ,"  2,00 ","  2,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-00038,Mezcla Pumpkin Spice Tippyte 1kg Cjx6bol,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-00039,Mezcla Sab Toron/Manda Tippy 1kg Cjx6bol,uni,  -   ,"  25,00 ","  25,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00001,Tippytea Kg Te Colada Morada,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00006,Tippytea 960 Gr Te Jamaica Mora,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00007,Tippytea 960g Te Jamaica Arandano,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00009,Te Tippytea Surtido Piramide,,   , uni ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00010,Te Surtido Aromática Tradicional Tippytea,,   , uni ,  -   ,"  294,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  294,00 ",FALTANTE
003-024-001-00011,Te Surtido Tizana Frutas Deshidratadas,uni,  -   ,"  108,00 ","  108,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00012,Te Butterfly Pea Tippytea Cjx4bol(0.96kg),uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-001-00013,Te Soluble Negro Limon 1kg Tippy Cjx6bol,uni,  -   ,"  34,00 ","  34,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-024-002-00001,Tippytea Bebida Jamaica & Berries 300 Ml,uni,"  -15,00 ","  0,25 ","  30,00 ","  -44,75 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  -44,75 ",SOBRANTE
003-025-003-00006,Te Caliente,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-025-003-00007,Te Caliente Piramide,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00001,Batidor De Bambu,uni,"  54,00 ",  -   ,"  1,00 ","  53,00 ",  -   ,  -   ,"  54,00 ",  -   ,"  54,00 ","  -1,00 ",SOBRANTE
003-026-00003,Tetera Ingenitea,uni,"  129,00 ",  -   ,"  4,00 ","  125,00 ",  -   ,  -   ,"  125,00 ",  -   ,"  125,00 ",  -   ,SIN DIFERENCIA
003-026-00012,Termo Colorr 300ml,uni,"  73,00 ",  -   ,  -   ,"  73,00 ",  -   ,  -   ,"  73,00 ",  -   ,"  73,00 ",  -   ,SIN DIFERENCIA
003-026-00013,Cofres  6 Espacios,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00014,Infusor Bola Malla,uni,"  251,00 ",  -   ,"  6,00 ","  245,00 ",  -   ,  -   ,"  250,00 ",  -   ,"  250,00 ","  -5,00 ",SOBRANTE
003-026-00032,Tetera Coffee Tea & Pot 1600ml,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00041,Cuchara Metalica,uni,"  74,00 ",  -   ,  -   ,"  74,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  74,00 ",FALTANTE
003-026-00051,Kit De Matcha,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00065,Caja De Latitas X8,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00068,Cuenco Cristal 50ml,uni,"  96,00 ",  -   ,"  40,00 ","  56,00 ",  -   ,  -   ,"  98,00 ",  -   ,"  98,00 ","  -42,00 ",SOBRANTE
003-026-00071,Vaso De Vidrio Con Sorbete 300ml,uni,"  82,00 ",  -   ,  -   ,"  82,00 ",  -   ,  -   ,"  117,00 ",  -   ,"  117,00 ","  -35,00 ",SOBRANTE
003-026-00080,Cajita De Madera Con Te,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00095,Batidor Manual,uni,"  89,00 ",  -   ,  -   ,"  89,00 ",  -   ,  -   ,"  89,00 ",  -   ,"  89,00 ",  -   ,SIN DIFERENCIA
003-026-001-00003,Tetera Cristal 250ml,uni,"  305,00 ",  -   ,"  25,00 ","  280,00 ",  -   ,  -   ,"  280,00 ",  -   ,"  280,00 ",  -   ,SIN DIFERENCIA
003-026-001-00005,Cilindro 4 Latitas,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00105,Vaso De Vidrio 350ml,uni,"  27,00 ",  -   ,  -   ,"  27,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  27,00 ",FALTANTE
003-026-00110,Lata Tubo Grande 200gr,uni,"  13,00 ","  1,00 ",  -   ,"  14,00 ",  -   ,  -   ,"  14,00 ",  -   ,"  14,00 ",  -   ,SIN DIFERENCIA
003-026-00111,Lata Metal 100gr,uni,"  4,00 ","  3,00 ",  -   ,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ",  -   ,SIN DIFERENCIA
003-026-00115,Acetato Con Sachet,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00116,Velas,uni,"  5,00 ",  -   ,"  2,00 ","  3,00 ",  -   ,  -   ,"  3,00 ",  -   ,"  3,00 ",  -   ,SIN DIFERENCIA
003-026-00117,Cajita De Madera 4 Latitas,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00120,Cajita De Madera 24 Latitas,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00122,Tetera Con Batidor,uni,"  14,00 ",  -   ,  -   ,"  14,00 ",  -   ,  -   ,"  14,00 ",  -   ,"  14,00 ",  -   ,SIN DIFERENCIA
003-026-00123,Kit 2 Latas,uni,"  25,00 ",  -   ,  -   ,"  25,00 ",  -   ,  -   ,"  25,00 ",  -   ,"  25,00 ",  -   ,SIN DIFERENCIA
003-026-00124,Kit 3 Latas,uni,"  26,00 ",  -   ,  -   ,"  26,00 ",  -   ,  -   ,"  26,00 ",  -   ,"  26,00 ",  -   ,SIN DIFERENCIA
003-026-00125,Kit 6 Latas,uni,"  36,00 ",  -   ,  -   ,"  36,00 ",  -   ,  -   ,"  34,00 ",  -   ,"  34,00 ","  2,00 ",FALTANTE
003-026-00127,Kit  24 Sachet,uni,"  27,00 ",  -   ,  -   ,"  27,00 ",  -   ,  -   ,"  20,00 ",  -   ,"  20,00 ","  7,00 ",FALTANTE
003-026-00129,Infusor Silicon Submarino,uni,"  59,00 ",  -   ,  -   ,"  59,00 ",  -   ,  -   ,"  59,00 ",  -   ,"  59,00 ",  -   ,SIN DIFERENCIA
003-026-00130,Infusor Silicon Paraguas,uni,"  24,00 ",  -   ,  -   ,"  24,00 ",  -   ,  -   ,"  24,00 ",  -   ,"  24,00 ",  -   ,SIN DIFERENCIA
003-026-00131,Infusor Silicon Paleta,uni,"  26,00 ",  -   ,  -   ,"  26,00 ",  -   ,  -   ,"  26,00 ",  -   ,"  26,00 ",  -   ,SIN DIFERENCIA
003-026-00132,Infusor Silicon Delfin,uni,"  31,00 ",  -   ,"  15,00 ","  16,00 ",  -   ,  -   ,"  16,00 ",  -   ,"  16,00 ",  -   ,SIN DIFERENCIA
003-026-00133,Infusor Silicon Hombre,uni,"  27,00 ",  -   ,"  15,00 ","  12,00 ",  -   ,  -   ,"  6,00 ",  -   ,"  6,00 ","  6,00 ",FALTANTE
003-026-00134,Infusor Silicon Orca,uni,"  12,00 ",  -   ,  -   ,"  12,00 ",  -   ,  -   ,"  12,00 ",  -   ,"  12,00 ",  -   ,SIN DIFERENCIA
003-026-00135,Infusor Silicon Funda De Te,uni,"  58,00 ",  -   ,  -   ,"  58,00 ",  -   ,  -   ,"  63,00 ",  -   ,"  63,00 ","  -5,00 ",SOBRANTE
003-026-00136,Infusor Silicon Muñeco,uni,"  43,00 ",  -   ,"  20,00 ","  23,00 ",  -   ,  -   ,"  23,00 ",  -   ,"  23,00 ",  -   ,SIN DIFERENCIA
003-026-00137,Infusor Silicon Pinguino,uni,"  2,00 ",  -   ,"  2,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00138,Infusor Hoja Rojo,uni,"  12,00 ",  -   ,"  2,00 ","  10,00 ",  -   ,  -   ,"  10,00 ",  -   ,"  10,00 ",  -   ,SIN DIFERENCIA
003-026-00139,Infusor Hoja Naranja,uni,"  107,00 ",  -   ,"  15,00 ","  92,00 ",  -   ,  -   ,"  100,00 ",  -   ,"  100,00 ","  -8,00 ",SOBRANTE
003-026-00140,Infusor Hoja Azul,uni,"  103,00 ",  -   ,  -   ,"  103,00 ",  -   ,  -   ,"  104,00 ",  -   ,"  104,00 ","  -1,00 ",SOBRANTE
003-026-00141,Infusor Hoja Verde,uni,"  61,00 ",  -   ,  -   ,"  61,00 ",  -   ,  -   ,"  64,00 ",  -   ,"  64,00 ","  -3,00 ",SOBRANTE
003-026-00142,Infusor Metalico Rana,uni,"  10,00 ",  -   ,"  5,00 ","  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,"  5,00 ",  -   ,SIN DIFERENCIA
003-026-00143,Infusor Metalico Robot,uni,"  30,00 ",  -   ,"  5,00 ","  25,00 ",  -   ,  -   ,"  25,00 ",  -   ,"  25,00 ",  -   ,SIN DIFERENCIA
003-026-00144,Infusor Metalico Corazon,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00145,Infusor Metalico Tetera Plateada,uni,"  25,00 ",  -   ,"  10,00 ","  15,00 ",  -   ,  -   ,"  10,00 ",  -   ,"  10,00 ","  5,00 ",FALTANTE
003-026-00146,Infusor Metalico Tetera Dorada,uni,"  28,00 ",  -   ,"  5,00 ","  23,00 ",  -   ,  -   ,"  23,00 ",  -   ,"  23,00 ",  -   ,SIN DIFERENCIA
003-026-00147,Infusor Metalico Cohete,uni,"  8,00 ",  -   ,  -   ,"  8,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  8,00 ",FALTANTE
003-026-00148,Infusor Metalico Casa,uni,"  17,00 ",  -   ,  -   ,"  17,00 ",  -   ,  -   ,"  17,00 ",  -   ,"  17,00 ",  -   ,SIN DIFERENCIA
003-026-00149,Infusor Metalico Pato,uni,"  33,00 ",  -   ,"  15,00 ","  18,00 ",  -   ,  -   ,"  18,00 ",  -   ,"  18,00 ",  -   ,SIN DIFERENCIA
003-026-00150,Infusor Metalico Buho,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00152,Tubo De Vidrio Para Te,uni,"  206,00 ",  -   ,"  28,00 ","  178,00 ",  -   ,  -   ,"  180,00 ",  -   ,"  180,00 ","  -2,00 ",SOBRANTE
003-026-00153,Caja 4 Tubos Vacia,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00155,Matcha Kyoto Rin 10gr,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00156,Matcha Kyoto Bi 10 Gr,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00157,Cuchara De Bambu,uni,"  -5,00 ",  -   ,  -   ,"  -5,00 ","  154,00 ",  -   ,  -   ,  -   ,"  154,00 ","  -159,00 ",SOBRANTE
003-026-00161,Kit Lule,uni,"  27,00 ",  -   ,  -   ,"  27,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  27,00 ",FALTANTE
003-026-00162,Tetera De Vidrio 150ml,uni,"  8,00 ",  -   ,  -   ,"  8,00 ",  -   ,  -   ,"  6,00 ",  -   ,"  6,00 ","  2,00 ",FALTANTE
003-026-00163,Tetera De Vidrio 300ml Tea Pot,uni,"  8,00 ",  -   ,"  4,00 ","  4,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  4,00 ",FALTANTE
003-026-00164,Tetera De Vidrio 800ml Tea Pot,uni,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ",  -   ,SIN DIFERENCIA
003-026-00165,Tetera De Hierro Negra 800 Ml,uni,"  3,00 ",  -   ,  -   ,"  3,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  3,00 ",FALTANTE
003-026-00166,Tetera De Hierro Roja 800 Ml,uni,"  2,00 ",  -   ,  -   ,"  2,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  2,00 ",FALTANTE
003-026-00167,Tetera De Vidrio 800 Ml,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
003-026-00168,Tetera De Vidrio 600 Ml,uni,"  13,00 ",  -   ,"  4,00 ","  9,00 ",  -   ,  -   ,"  9,00 ",  -   ,"  9,00 ",  -   ,SIN DIFERENCIA
003-026-00169,Taza Colores,uni,"  3,00 ",  -   ,  -   ,"  3,00 ",  -   ,  -   ,"  3,00 ",  -   ,"  3,00 ",  -   ,SIN DIFERENCIA
003-026-00170,Tetera Con Infusor 300 Ml,uni,"  16,00 ",  -   ,  -   ,"  16,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ","  9,00 ",FALTANTE
003-026-00171,Tetera De Hierro 300 Ml,uni,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ",  -   ,SIN DIFERENCIA
003-026-00172,Cuenco De Cristal 80 Ml,uni,"  36,00 ",  -   ,  -   ,"  36,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  36,00 ",FALTANTE
003-026-00173,Taza De Vidrio 300 Ml,uni,"  310,00 ",  -   ,  -   ,"  310,00 ",  -   ,  -   ,"  310,00 ",  -   ,"  310,00 ",  -   ,SIN DIFERENCIA
003-026-00174,Prensa Francesa 800 Ml,uni,"  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,"  5,00 ",  -   ,SIN DIFERENCIA
003-026-00175,Tetera De Vidrio 350 Ml,uni,"  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,"  5,00 ",  -   ,SIN DIFERENCIA
003-026-00176,Tetera De Vidrio 500 Ml,uni,"  2,00 ",  -   ,  -   ,"  2,00 ",  -   ,  -   ,"  2,00 ",  -   ,"  2,00 ",  -   ,SIN DIFERENCIA
003-026-00177,Vaso De Vidrio Con Sorbete 500 Ml,uni,"  44,00 ",  -   ,  -   ,"  44,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  44,00 ",FALTANTE
003-026-00178,Infusor Silicon Papa Noel,uni,"  1,00 ",  -   ,  -   ,"  1,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,00 ",FALTANTE
003-026-00179,Infusor Silicon Arbol De Navidad,uni,"  1,00 ",  -   ,  -   ,"  1,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,00 ",FALTANTE
003-026-00180,Caja Para 8 Unidades,uni,"  6,00 ",  -   ,  -   ,"  6,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  6,00 ",FALTANTE
003-026-00181,Caja Para 4 Tubos + Serigrafias,uni,"  8,00 ",  -   ,  -   ,"  8,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  8,00 ",FALTANTE
003-026-00182,Caja Para 8 Tubos + Serigrafias,uni,"  6,00 ",  -   ,  -   ,"  6,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  6,00 ",FALTANTE
003-026-00184,Viniles 3d,uni,"  100,00 ",  -   ,  -   ,"  100,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  100,00 ",FALTANTE
004-000-00056,Inactivo,uni,"  -6,00 ",  -   ,  -   ,"  -6,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  -6,00 ",SOBRANTE
004-000-00123,Acido Ascorbico,gr,"  3.439,00 ","  10.000,00 ","  7.343,00 ","  6.096,00 ",  -   ,"  6.722,00 ",  -   ,  -   ,"  6.722,00 ","  -626,00 ",SOBRANTE
004-000-00124,Citrato De Sodio,gr,"  42.178,00 ",  -   ,"  8.930,50 ","  33.247,50 ","  8.157,00 ","  25.000,00 ",  -   ,  -   ,"  33.157,00 ","  90,50 ",FALTANTE
004-000-00125,Maltodextrina,gr,"  191.724,00 ","  250.000,00 ","  323.660,00 ","  118.064,00 ","  11.377,00 ","  50.000,00 ",  -   ,  -   ,"  61.377,00 ","  56.687,00 ",FALTANTE
004-000-00126,Stevia En Polvo Florarom,gr,"  345,00 ","  1.000,00 ","  557,80 ","  787,20 ","  936,00 ",  -   ,  -   ,  -   ,"  936,00 ","  -148,80 ",SOBRANTE
004-000-00128,Saborizante Polvo Te,gr,"  5.631,00 ","  6.000,00 ","  9.965,16 ","  1.665,84 ","  3.704,00 ",  -   ,  -   ,"  292,00 ","  3.996,00 ","  -2.330,16 ",SOBRANTE
004-000-00129,Oregano Dona Janna,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00130,Ajenjo Dona Janna,gr,"  858,00 ",  -   ,  -   ,"  858,00 ","  852,00 ",  -   ,  -   ,  -   ,"  852,00 ","  6,00 ",FALTANTE
004-000-00131,Albahaca Dona Janna,gr,"  294,00 ",  -   ,"  50,00 ","  244,00 ","  241,00 ",  -   ,  -   ,  -   ,"  241,00 ","  3,00 ",FALTANTE
004-000-00132,Azucar Impalpable Dona Janna,gr,"  21.093,00 ","  25.000,00 ","  20.135,00 ","  25.958,00 ","  746,00 ","  20.000,00 ",  -   ,  -   ,"  20.746,00 ","  5.212,00 ",FALTANTE
004-000-00133,Hoja De Naranja Dona Janna,gr,"  2.779,00 ","  3.000,00 ","  251,00 ","  5.528,00 ","  5.596,00 ",  -   ,  -   ,  -   ,"  5.596,00 ","  -68,00 ",SOBRANTE
004-000-00135,Palo Santo Dona Janna,gr,"  76,00 ",  -   ,"  51,00 ","  25,00 ","  30,00 ",  -   ,  -   ,  -   ,"  30,00 ","  -5,00 ",SOBRANTE
004-000-00136,Canela Dona Janna,gr,"  112,00 ",  -   ,"  2,00 ","  110,00 ","  110,00 ",  -   ,  -   ,  -   ,"  110,00 ",  -   ,SIN DIFERENCIA
004-000-00137,Pasas Mini Donajanna,gr,"  4.099,00 ","  5.000,00 ","  3.737,00 ","  5.362,00 ","  954,00 ","  5.000,00 ",  -   ,  -   ,"  5.954,00 ","  -592,00 ",SOBRANTE
004-000-00138,Anis Estrellado Dona Janna,gr,"  249,00 ","  500,00 ","  25,00 ","  724,00 ","  724,00 ",  -   ,  -   ,  -   ,"  724,00 ",  -   ,SIN DIFERENCIA
004-000-00139,Anis Pequeno Dona Janna,gr,"  6.205,00 ","  6.000,00 ","  4.286,00 ","  7.919,00 ",  -   ,"  6.000,00 ",  -   ,  -   ,"  6.000,00 ","  1.919,00 ",FALTANTE
004-000-00140,Canela Polvo Dona Janna,gr,"  380,00 ",  -   ,  -   ,"  380,00 ","  364,00 ",  -   ,  -   ,  -   ,"  364,00 ","  16,00 ",FALTANTE
004-000-00141,Cardamono Dona Janna,gr,  -   ,"  500,00 ",  -   ,"  500,00 ","  500,00 ",  -   ,  -   ,  -   ,"  500,00 ",  -   ,SIN DIFERENCIA
004-000-00142,Cola De Caballo Dona Janna,gr,"  1.009,00 ",  -   ,"  35,50 ","  973,50 ","  986,00 ",  -   ,  -   ,  -   ,"  986,00 ","  -12,50 ",SOBRANTE
004-000-00143,Diente De Leon Dona Janna,gr,"  1.627,00 ",  -   ,"  37,50 ","  1.589,50 ","  1.602,00 ",  -   ,  -   ,  -   ,"  1.602,00 ","  -12,50 ",SOBRANTE
004-000-00144,Sen Dona Janna,gr,"  1.508,00 ","  2.000,00 ","  2.720,00 ","  788,00 ","  756,00 ",  -   ,  -   ,  -   ,"  756,00 ","  32,00 ",FALTANTE
004-000-00145,Linaza Dona Janna,gr,"  722,00 ",  -   ,"  168,00 ","  554,00 ","  98,00 ",  -   ,  -   ,  -   ,"  98,00 ","  456,00 ",FALTANTE
004-000-00146,Valeriana Molida Dona Janna,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00147,Hoja De Eucalipto Dona Janna,gr,"  1.453,00 ",  -   ,  -   ,"  1.453,00 ","  1.458,00 ",  -   ,  -   ,  -   ,"  1.458,00 ","  -5,00 ",SOBRANTE
004-000-00148,Hoja De Coca Dona Janna,gr,"  463,00 ",  -   ,  -   ,"  463,00 ","  445,00 ",  -   ,  -   ,  -   ,"  445,00 ","  18,00 ",FALTANTE
004-000-00149,Clavo De Olor Dona Janna,gr,"  760,00 ",  -   ,"  201,00 ","  559,00 ","  564,00 ",  -   ,  -   ,  -   ,"  564,00 ","  -5,00 ",SOBRANTE
004-000-00150,Stevia En Hoja Dona Janna,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00151,Hojas De Higo Dona Janna,gr,"  382,00 ",  -   ,  -   ,"  382,00 ","  328,00 ",  -   ,  -   ,  -   ,"  328,00 ","  54,00 ",FALTANTE
004-000-00152,Hojas De Palo Santo Dona Janna,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00153,Mate Dona Janna,gr,"  524,00 ",  -   ,  -   ,"  524,00 ","  520,00 ",  -   ,  -   ,  -   ,"  520,00 ","  4,00 ",FALTANTE
004-000-00155,Matico Dona Janna,gr,"  458,00 ",  -   ,  -   ,"  458,00 ","  455,00 ",  -   ,  -   ,  -   ,"  455,00 ","  3,00 ",FALTANTE
004-000-00156,Pimienta Blanca Dona Janna,gr,"  500,00 ",  -   ,  -   ,"  500,00 ","  500,00 ",  -   ,  -   ,  -   ,"  500,00 ",  -   ,SIN DIFERENCIA
004-000-00157,Pimienta Negra Dona Janna,gr,"  328,00 ",  -   ,  -   ,"  328,00 ","  333,00 ",  -   ,  -   ,  -   ,"  333,00 ","  -5,00 ",SOBRANTE
004-000-00161,Boldo Dona Janna,gr,"  385,00 ",  -   ,  -   ,"  385,00 ","  385,00 ",  -   ,  -   ,  -   ,"  385,00 ",  -   ,SIN DIFERENCIA
004-000-00162,Pasiflora Dona Janna,gr,"  326,00 ",  -   ,  -   ,"  326,00 ","  326,00 ",  -   ,  -   ,  -   ,"  326,00 ",  -   ,SIN DIFERENCIA
004-000-00163,Tilo Dona Janna,gr,"  744,00 ",  -   ,  -   ,"  744,00 ","  744,00 ",  -   ,  -   ,  -   ,"  744,00 ",  -   ,SIN DIFERENCIA
004-000-00164,Eneldo Dona Janna,gr,"  444,00 ",  -   ,  -   ,"  444,00 ","  453,00 ",  -   ,  -   ,  -   ,"  453,00 ","  -9,00 ",SOBRANTE
004-000-00165,Maca Molida Dona Janna,gr,"  407,00 ",  -   ,  -   ,"  407,00 ","  407,00 ",  -   ,  -   ,  -   ,"  407,00 ",  -   ,SIN DIFERENCIA
004-000-00166,Coco Rallado Dona Janna,gr,"  1.198,00 ",  -   ,"  151,00 ","  1.047,00 ","  1.053,00 ",  -   ,  -   ,  -   ,"  1.053,00 ","  -6,00 ",SOBRANTE
004-000-00167,Ortiga Dona Janna,gr,"  233,00 ",  -   ,  -   ,"  233,00 ","  233,00 ",  -   ,  -   ,  -   ,"  233,00 ",  -   ,SIN DIFERENCIA
004-000-00169,Hierbabuena Dona Janna,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00170,Amaranto Ile,gr,"  20.000,00 ",  -   ,"  562,00 ","  19.438,00 ","  4.457,00 ","  15.000,00 ",  -   ,  -   ,"  19.457,00 ","  -19,00 ",SOBRANTE
004-000-00171,Curcuma En Trozos Ile,gr,"  8.513,00 ",  -   ,  -   ,"  8.513,00 ","  514,00 ","  8.000,00 ",  -   ,  -   ,"  8.514,00 ","  -1,00 ",SOBRANTE
004-000-00172,Curcuma Molida O En Polvo Ile,gr,"  3.894,00 ",  -   ,"  915,00 ","  2.979,00 ","  1.078,00 ","  2.000,00 ",  -   ,  -   ,"  3.078,00 ","  -99,00 ",SOBRANTE
004-000-00173,Jengibre Triturado Ile,gr,"  2.681,00 ",  -   ,"  4.752,00 ","  -2.071,00 ","  373,00 ","  3.000,00 ",  -   ,  -   ,"  3.373,00 ","  -5.444,00 ",SOBRANTE
004-000-00174,Jengibre Polvo Ile,gr,"  4.099,00 ","  10.000,00 ","  9.831,00 ","  4.268,00 ","  1.231,00 ","  3.000,00 ",  -   ,  -   ,"  4.231,00 ","  37,00 ",FALTANTE
004-000-00175,Cafe Robusto,gr,"  1.990,00 ",  -   ,  -   ,"  1.990,00 ",  -   ,"  1.781,00 ",  -   ,  -   ,"  1.781,00 ","  209,00 ",FALTANTE
004-000-00176,Cafe Tostado,gr,"  1.982,00 ",  -   ,  -   ,"  1.982,00 ",  -   ,"  1.791,00 ",  -   ,  -   ,"  1.791,00 ","  191,00 ",FALTANTE
004-000-00177,Esencia Rosas Ile,gr,"  5.357,00 ",  -   ,  -   ,"  5.357,00 ",  -   ,"  3.950,00 ",  -   ,  -   ,"  3.950,00 ","  1.407,00 ",FALTANTE
